branch_code,name,city,street,building_number,orientation_number,longitude,latitude
z-box-brno-bohunice-netroufalky-770-oc-campus-square,Z-BOX,Brno,Bohunice,,,16.56671,49.17589
z-box-brno-bohunice-jihlavska-385-21,Z-BOX,Brno,Bohunice,,,16.57794,49.17341
z-box-brno-bohunice-kamenice-745-1,Z-BOX,Brno,Bohunice,,,16.58265,49.17415
z-box-brno-bohunice-kamenice-811-32,Z-BOX,Brno,Bohunice,,,16.57347,49.17785
z-box-brno-horni-herspice-zahumenice-553-23,Z-BOX,Brno,Horní Heršpice,,,16.61535,49.16444
z-box-brno-styrice-londynske-nam-856-2-notino,Z-BOX,Brno,Štýřice,,,16.59887,49.17168
z-box-brno-komarov-hnevkovskeho-30-65,Z-BOX,Brno,Komárov,,,16.62698,49.16894
z-box-brno-komarov-hnevkovskeho-63,Z-BOX,Brno,Komárov,,,16.62467,49.17205
z-box-brno-bohunice-netroufalky-797-7,Z-BOX,Brno,Bohunice,,,16.56812,49.18015
z-box-brno-styrice-strazni-7-bauhaus,Z-BOX,Brno,Štýřice,,,16.60146,49.17699
z-box-brno-styrice-herspicka-814-5-a,Z-BOX,Brno,Štýřice,,,16.60479,49.17668
z-box-brno-styrice-vsetinska-527-20,Z-BOX,Brno,Štýřice,,,16.59832,49.17772
z-box-brno-slatina-turanka-115,Z-BOX,Brno,Slatina,,,16.67962,49.16932
z-box-brno-slatina-ripska-7,Z-BOX,Brno,Slatina,,,16.68384,49.17232
z-box-brno-slatina-krehlikova-94,Z-BOX,Brno,Slatina,,,16.68815,49.17187
brno-wainerovo-nam-253,Z-BOX,Brno,Černovice,,,16.64111,49.17686
z-box-brno-slatina-kikrleho-845-3,Z-BOX,Brno,Slatina,,,16.68901,49.17615
z-box-brno-cernovice-vlastimila-pecha-1282-12,Z-BOX,Brno,Černovice,,,16.66487,49.17726
z-box-jirikovice-na-navsi-232,Z-BOX,Jiříkovice,Na Návsi,232,,16.75774,49.16949
z-box-brno-slatina-luciny-17,Z-BOX,Brno,Slatina,,,16.6808,49.17869
z-box-brno-slatina-tilhonova-1218-28,Z-BOX,Brno,Slatina,,,16.68164,49.17955
bedrichovice-hlavni-36,Z-BOX,Bedřichovice,Hlavní,36,,16.72165,49.17985
z-box-holubice-u-brna-holubice-385,Z-BOX,Holubice u Brna,Holubice,385,,16.80763,49.17665
z-box-holubice-u-brna-holubice-299,Z-BOX,Holubice u Brna,Holubice,299,,16.81438,49.17824
z-box-velesovice-velesovice-152,Z-BOX,Velešovice,Velešovice,152,,16.84832,49.17872
z-box-holubice-holubice-551-depo-holubice,Z-BOX,Holubice,Holubice,551,,16.81078,49.188
z-box-tvarozna-tvarozna-17,Z-BOX,Tvarožná,Tvarožná,17,,16.77472,49.19181
z-box-drazovice-drazovice-250,Z-BOX,Dražovice,Dražovice,250,,16.94306,49.19461
z-box-rousinov-susilovo-nam-20-26,Z-BOX,Rousínov,Sušilovo náměstí,20,26,16.88392,49.20496
rousinov-cechynska-169,Z-BOX,Rousínov,Čechyňská,169,,16.89464,49.20798
z-box-kovalovice-kovalovice-15,Z-BOX,Kovalovice,Kovalovice,15,,16.81937,49.20433
z-box-bohdalice-bohdalice-80,Z-BOX,Bohdalice,Bohdalice,80,,17.0307,49.21407
z-box-hlubocany-hlubocany-22,Z-BOX,Hlubočany,Hlubočany,22,,16.99953,49.23077
z-box-komorany-komorany-50,Z-BOX,Komořany,Komořany,50,,16.90655,49.21709
z-box-litencice-litencice-98,Z-BOX,Litenčice,Litenčice,98,,17.20862,49.20228
z-box-kostelany-kostelany-42,Z-BOX,Kostelany,Kostelany,42,,17.38213,49.20303
z-box-zdounky-zdounky-35,Z-BOX,Zdounky,Zdounky,35,,17.31823,49.22754
z-box-zlutava-zlutava-271,Z-BOX,Žlutava,Žlutava,271,,17.49007,49.20116
z-box-otrokovice-j-jaburkove-1819,Z-BOX,Otrokovice,J. Jabůrkové,1819,,17.53137,49.20627
otrokovice-tr-tomase-bati-1343,Z-BOX,Otrokovice,tř. Tomáše Bati,1343,,17.5313,49.21006
z-box-otrokovice-smetanova-1372,Z-BOX,Otrokovice,Smetanova,1372,,17.53847,49.2092
zlin-tr-3-kvetna-1170,Z-BOX,Zlín,tř. 3. května,1170,,17.57001,49.20316
z-box-zlin-tyrsova-230,Z-BOX,Zlín,Tyršova,230,,17.58983,49.20495
z-box-zlin-zahradni-973-polimal,Z-BOX,Zlín,Zahradní,973,,17.5929,49.20699
z-box-zlin-masarykova-1057,Z-BOX,Zlín,Masarykova,1057,,17.59433,49.2078
z-box-zlin-l-vachy-517,Z-BOX,Zlín,L. Váchy,517,,17.63357,49.21725
z-box-zlin-l-vachy-1582-britrade,Z-BOX,Zlín,L. Vachy,1582,,17.64324,49.21978
zlin-tecovska-1131,Z-BOX,Zlín,Tečovská,1131,,17.59221,49.2121
z-box-zlin-tr-tomase-bati-269,Z-BOX,Zlín,tř. Tomáše Bati,269,,17.6395,49.21998
z-box-zlin-jana-antonina-bati-5648,Z-BOX,Zlín,Jana Antonína Bati,5648,,17.65744,49.22291
zlin-obchodni-pasaz-13,Z-BOX,Zlín,Obchodní pasáž,13,,17.65901,49.22426
zlin-kvitkova-4323,Z-BOX,Zlín,Kvítková,4323,,17.67076,49.22711
z-box-zlin-gahurova-5265,Z-BOX,Zlín,Gahurova,5265,,17.66123,49.22463
zlin-bartosova-4393,Z-BOX,Zlín,Bartošova,4393,,17.66605,49.22743
zlin-kuty-4345,Z-BOX,Zlín,Kúty,4345,,17.6794,49.23153
z-box-zlin-sokolska-5300,Z-BOX,Zlín,Sokolská,5300,,17.68629,49.23735
z-box-kasava-kasava-181,Z-BOX,Kašava,Kašava,181,,17.78695,49.29723
z-box-zasova-zasova-526-coop-jednota,Z-BOX,Zašová,Zašová,526,,18.04176,49.47008
z-box-frenstat-pod-radhostem-havlickova-32,Z-BOX,Frenštát pod Radhoštěm,Havlíčkova,32,,18.21131,49.54664
z-box-janovice-janovice-423,Z-BOX,Janovice,Janovice,423,,18.40582,49.62151
z-box-trinec-nebory-70-potraviny-bea,Z-BOX,Třinec,Nebory,70,,18.62805,49.66996
z-box-trinec-1-maje-232,Z-BOX,Třinec,1. máje,232,,18.66875,49.68032
z-box-przno-u-frydku-mistku-przno-87,Z-BOX,Pržno u Frýdku-Místku,Pržno,87,,18.36182,49.61213
chodova-plana-slunecna-519,Z-BOX,Chodová Planá,Slunečná,519,,12.73485,49.89109
z-box-chodova-plana-chodska-368,Z-BOX,Chodová Planá,Chodská,368,,12.7305,49.89346
z-box-nyrany-slunecna-1060,Z-BOX,Nýřany,Slunečná,1060,,13.19553,49.71424
z-box-line-skolni-198,Z-BOX,Líně,Školní,198,,13.2602,49.69385
z-box-blovice-jirotova-419-u-posty,Z-BOX,Blovice,Jirotova,419,,13.53705,49.58108
z-box-blovice-5-kvetna-653-flop,Z-BOX,Blovice,5. května,653,,13.53546,49.5843
z-box-mirotice-skolni-281-3,Z-BOX,Mirotice,Školní,281,3,14.0348,49.42789
z-box-kluky-u-pisku-kluky-140,Z-BOX,Kluky u Písku,Kluky,140,,14.24692,49.31578
z-box-zahori-zahori-8,Z-BOX,Záhoří,Záhoří,8,,14.21254,49.3435
z-box-vsemyslice-neznasov-9,Z-BOX,Všemyslice,Neznašov,9,,14.37965,49.23233
zelec-zelec-115,Z-BOX,Želeč u Tábora,Želeč,115,,14.64808,49.3179
plana-nad-luznici-zakostelni-720,Z-BOX,Planá nad Lužnicí,Zákostelní,720,,14.70408,49.35095
z-box-obratan-obratan-19-zastavka-autobusu,Z-BOX,Obrataň,Obrataň,19,,14.94912,49.42448
z-box-olesna-u-pelhrimova-olesna-94,Z-BOX,Olešná u Pelhřimova,Olešná,94,,15.26148,49.44557
z-box-jihlava-evzena-rosickeho-4495-22,Z-BOX,Jihlava,Evžena Rošického,4495,22,15.57079,49.40281
z-box-jihlava-trida-legionaru-1471-15,Z-BOX,Jihlava,třída Legionářů,1471,15,15.5837,49.40195
z-box-vyskytna-nad-jihlavou-vyskytna-nad-jihlavou-94,Z-BOX,Vyskytná nad Jihlavou,Vyskytná nad Jihlavou,94,,15.51494,49.41978
z-box-jihlava-brnenska-5482-76-siko,Z-BOX,Jihlava,Brněnská,5482,76,15.60995,49.39776
z-box-jihlava-brezinova-4248-62-obchodni-centrum-brezinky,Z-BOX,Jihlava,Březinova,4248,62,15.60176,49.4022
z-box-jihlava-demlova-4890-31,Z-BOX,Jihlava,Demlova,4890,31,15.60792,49.40076
z-box-maly-beranov-maly-beranov-15,Z-BOX,Malý Beranov,Malý Beranov,15,,15.63477,49.39576
z-box-jihlava-romana-havelky-bezkontaktni-mycka,Z-BOX,Jihlava,Romana Havelky,,,15.57628,49.41194
z-box-jihlava-kollarova-2762-17-albert-alza,Z-BOX,Jihlava,Kollárova,2762,17,15.59262,49.41346
z-box-jihlava-hruskove-dvory-47-depo-zasilkovna,Z-BOX,Jihlava,Hruškové Dvory,47,,15.60873,49.41567
velke-mezirici-trebicska-2174,Z-BOX,Velké Meziříčí,Třebíčská,,,15.99952,49.34884
z-box-velke-mezirici-zdenky-vorlove-2067-21,Z-BOX,Velké Meziříčí,Zdenky Vorlové,2067,21,16.0098,49.34695
z-box-domasov-brnenska-179,Z-BOX,Domašov,Brněnská,179,,16.34426,49.24361
z-box-velka-bites-kpt-jarose-279,Z-BOX,Velká Bíteš,Kpt. Jaroše,279,,16.22672,49.27857
z-box-velka-bites-kpt-jarose-252,Z-BOX,Velká Bíteš,Kpt. Jaroše,252,,16.22602,49.28386
z-box-veverske-kninice-veverske-kninice-111,Z-BOX,Veverské Knínice,Veverské Knínice,111,,16.39624,49.23774
z-box-pribyslavice-u-velke-bitese-radoskovska-64,Z-BOX,Přibyslavice u Velké Bíteše,Radoškovská,64,,16.26222,49.27957
z-box-brno-zebetin-za-knezskym-hajkem-782-1-a,Z-BOX,Brno,Žebětín,,,16.48589,49.20455
z-box-brno-zebetin-bartolomejska-31,Z-BOX,Brno,Žebětín,,,16.48959,49.20395
brno-bellova-504-1,Z-BOX,Brno,Kohoutovice,,,16.52842,49.19284
brno-hvozdecka-1305-5,Z-BOX,Brno,Bystrc,,,16.50011,49.21583
z-box-brno-zebetin-hlinecka-4,Z-BOX,Brno,Žebětín,,,16.49504,49.2204
z-box-brno-kohoutovice-chopinova-1,Z-BOX,Brno,Kohoutovice,,,16.5311,49.1961
z-box-brno-kohoutovice-libusina-trida-577-17,Z-BOX,Brno,Kohoutovice,,,16.53938,49.1941
z-box-brno-kohoutovice-voriskova-400,Z-BOX,Brno,Kohoutovice,,,16.53357,49.1983
brno-vojtova-541-12,Z-BOX,Brno,Střed,,,16.59678,49.18304
z-box-brno-styrice-herspicka-6,Z-BOX,Brno,Štýřice,,,16.60297,49.18154
z-box-brno-stred-vystaviste-405-1,Z-BOX,Brno,Střed,,,16.58548,49.18863
z-box-brno-stred-holandska-10,Z-BOX,Brno,střed,,,16.60641,49.18234
z-box-brno-stare-brno-krizova-864-3,Z-BOX,Brno,Staré Brno,,,16.59453,49.1886
z-box-brno-komarov-komarovska-20,Z-BOX,Brno,Komárov,,,16.61908,49.18016
brno-svatopetrska-35-7,Z-BOX,Brno,Komárov,,,16.6218,49.17986
z-box-brno-stare-brno-vaclavska-237-6,Z-BOX,Brno,Staré Brno,,,16.59697,49.18901
z-box-brno-stare-brno-mendlovo-namesti-16-8,Z-BOX,Brno,Staré Brno,,,16.59578,49.19034
z-box-brno-stare-brno-hybesova-258-20,Z-BOX,Brno,Staré Brno,,,16.60438,49.18931
z-box-brno-stare-brno-vodni-17,Z-BOX,Brno,Staré Brno,,,16.60413,49.18979
z-box-brno-trnita-ve-vankovce-1-galerie-vankovka-1-patro-parkoviste,Z-BOX,Brno,Trnitá,,,16.61435,49.18833
brno-skrobarenska-506-2,Z-BOX,Brno,Trnitá,,,16.62402,49.186
brno-nadrazni-118-7,Z-BOX,Brno,Město,,,16.6108,49.19014
z-box-brno-cernovice-blatouchova-1074-2,Z-BOX,Brno,Černovice,,,16.63266,49.18552
z-box-brno-trnita-reznicka-15,Z-BOX,Brno,Trnitá,,,16.62041,49.18843
z-box-brno-stred-dornych-489-19,Z-BOX,Brno,Střed,,,16.61523,49.18989
z-box-brno-stred-cyrilska-14-b-abc-parking,Z-BOX,Brno,Střed,,,16.61983,49.18966
z-box-brno-slatina-vlarska-953-22,Z-BOX,Brno,Slatina,,,16.67282,49.18072
z-box-brno-slatina-kigginsova-2,Z-BOX,Brno,Slatina,,,16.66896,49.18142
z-box-brno-slatina-ripska-1476-27,Z-BOX,Brno,Slatina,,,16.66727,49.18201
brno-rousinovska-1028,Z-BOX,Brno,Slatina,,,16.68554,49.18158
z-box-brno-cernovice-spacilova-1109-15,Z-BOX,Brno,Černovice,,,16.64096,49.18767
brno-cornovova-247-1,Z-BOX,Brno,Černovice,,,16.64303,49.18795
z-box-brno-zidenice-belohorska-161-tesco,Z-BOX,Brno,Židenice,,,16.66073,49.19059
z-box-brno-zidenice-krasneho-3865,Z-BOX,Brno,Židenice,,,16.64963,49.19081
velatice-velatice-1,Z-BOX,Velatice,Velatice,1,,16.75372,49.19796
z-box-sivice-sivice-292,Z-BOX,Sivice,Sivice,292,,16.78223,49.20378
z-box-brno-lisen-holzova-21,Z-BOX,Brno,Líšeň,,,16.69503,49.20023
z-box-pozorice-v-zamku-5,Z-BOX,Pozořice,V Zámku,5,,16.79147,49.20939
z-box-vinicne-sumice-vinicne-sumice-474,Z-BOX,Viničné Šumice,Viničné Šumice,474,,16.82412,49.21205
z-box-pozorice-hostenicka-527,Z-BOX,Pozořice,Hostěnická,527,,16.7957,49.21521
z-box-tucapy-tucapy-244-bus-zastavka-rozcesti,Z-BOX,Tučapy,Tučapy,244,,16.91521,49.22715
z-box-habrovany-habrovany-276,Z-BOX,Habrovany,Habrovany,276,,16.87716,49.23093
rostenice-zvonovice-rostenice-zvonovice-16,Z-BOX,Rostěnice-Zvonovice,Rostěnice-Zvonovice,16,,16.96425,49.23904
z-box-nemojany-nemojany-9,Z-BOX,Nemojany,Nemojany,9,,16.9123,49.24518
z-box-lulec-lulec-292,Z-BOX,Luleč,Luleč,292,,16.92955,49.25389
z-box-prusy-boskuvky-moravske-prusy-156,Z-BOX,Prusy-Boškůvky,Moravské Prusy,156,,17.05762,49.25227
z-box-moravske-malkovice-moravske-malkovice-73,Z-BOX,Moravské Málkovice,Moravské Málkovice,73,,17.09057,49.25768
z-box-olsany-u-rousinova-olsany-105,Z-BOX,Olšany u Rousínova,Olšany,105,,16.86781,49.24555
z-box-morkovice-slizany-kolarikova-714,Z-BOX,Morkovice-Slížany,Kolaříkova,714,,17.21541,49.24547
z-box-paclavice-paclavice-107,Z-BOX,Pačlavice,Pačlavice,107,,17.1684,49.2599
z-box-otrokovice-tr-tomase-bati-1619,Z-BOX,Otrokovice,tř. Tomáše Bati,1619,,17.51631,49.21744
z-box-zlin-smetanova-7244,Z-BOX,Zlín,Smetanova,7244,,17.66301,49.22998
zlin-tyrsovo-nabrezi-5183,Z-BOX,Zlín,Tyršovo nábřeží,5183,,17.66913,49.23063
z-box-zlin-vrsava-4975-agro-smetana-s-r-o,Z-BOX,Zlín,Vršava,4975,,17.68898,49.24067
z-box-mikuluvka-mikuluvka-226,Z-BOX,Mikulůvka,Mikulůvka,226,,17.92356,49.41371
zasova-zasova-522,Z-BOX,Zašová,Zašová,522,,18.04335,49.476
frenstat-pod-radhostem-dolni-430,Z-BOX,Frenštát pod Radhoštěm,Dolní,430,,18.20813,49.54884
metylovice-metylovice-495-1,Z-BOX,Metylovice,Metylovice,495,,18.33513,49.6138
stritez-stritez-83,Z-BOX,Střítež u Českého Těšína,Střítež,83,,18.56773,49.67928
z-box-dobratice-dobratice-138,Z-BOX,Dobratice,Dobratice,138,,18.49136,49.66217
z-box-nizni-lhoty-hyundai-700-1-prumyslova-zona-nosovice,Z-BOX,Nižní Lhoty,Hyundai,700,1,18.45299,49.65621
z-box-tri-sekery-tri-sekery-82,Z-BOX,Tři Sekery,Tři Sekery,82,,12.61302,49.94118
nyrany-masarykovo-namesti,Z-BOX,Nýřany,Masarykovo náměstí,,,13.20836,49.71231
nyrany-staroceske-nam-252,Z-BOX,Nýřany,Staročeské náměstí,252,,13.21416,49.71187
nyrany-nova-1137,Z-BOX,Nýřany,Nová,1137,,13.21303,49.71339
z-box-cizice-cizice-1,Z-BOX,Čižice,Čižice,1,,13.39899,49.64869
z-box-zdemyslice-zdemyslice-159,Z-BOX,Zdemyslice,Zdemyslice,159,,13.51951,49.60701
z-box-belcice-nam-j-kucery-parkoviste,Z-BOX,Bělčice,náměstí J. Kučery,,,13.87572,49.50269
cimelice-cimelice-330-1,Z-BOX,Čimelice,Čimelice,330,,14.06889,49.46147
z-box-chrastany-u-bechyne-chrastany-30,Z-BOX,Chrášťany u Bechyně,Chrášťany,30,,14.38837,49.29544
z-box-bechyne-sidl-obrancu-miru-818,Z-BOX,Bechyně,sídl. Obránců míru,818,,14.46752,49.29908
z-box-bechyne-na-libusi-763-terno,Z-BOX,Bechyně,Na Libuši,763,,14.47964,49.30029
bechyne-u-vodojemu-992,Z-BOX,Bechyně,U vodojemu,992,,14.47593,49.30284
z-box-sudomerice-u-bechyne-sudomerice-u-bechyne-105,Z-BOX,Sudoměřice u Bechyně,Sudoměřice u Bechyně,105,,14.53887,49.28908
z-box-sezimovo-usti-prumyslova-637-11,Z-BOX,Sezimovo Ústí,Průmyslová,637,11,14.7058,49.37401
z-box-sezimovo-usti-rude-armady-1078,Z-BOX,Sezimovo Ústí,Rudé armády,1078,,14.70025,49.37658
z-box-chynov-gabrielovo-nam-452-flop-top-chynov,Z-BOX,Chýnov,Gabrielovo náměstí,452,,14.80995,49.40573
chynov-tyrsova-485,Z-BOX,Chýnov,Tyršova,485,,14.80799,49.41394
z-box-tabor-sobeslavska-3045-retail-park,Z-BOX,Tábor,Soběslavská,3045,,14.69171,49.38833
z-box-tabor-moskevska-2941-siko,Z-BOX,Tábor,Moskevská,2941,,14.69021,49.38974
z-box-pacov-na-blatech-834-flop,Z-BOX,Pacov,Na Blatech,834,,15.00595,49.47856
z-box-jihlava-pavov-121-bosch,Z-BOX,Jihlava,Pávov,121,,15.61685,49.44219
z-box-jamne-jamne-u-autobusove-zastavky,Z-BOX,Jamné,Jamné,,,15.72246,49.43157
z-box-merin-namesti-42,Z-BOX,Měřín,Náměstí,42,,15.88435,49.39215
z-box-stranecka-zhor-stranecka-zhor-55,Z-BOX,Stránecká Zhoř,Stránecká Zhoř,55,,15.92692,49.38024
z-box-velke-mezirici-frantisky-stranecke-40,Z-BOX,Velké Meziříčí,Františky Stránecké,40,,15.99309,49.36023
velke-mezirici-hornomestska-370-51,Z-BOX,Velké Meziříčí,Hornoměstská,370,51,16.00581,49.35556
velke-mezirici-k-novemu-nadrazi-1229-2-1,Z-BOX,Velké Meziříčí,K Novému nádraží,1229,2,16.02058,49.35037
velke-mezirici-novosady-421-95,Z-BOX,Velké Meziříčí,Novosady,421,95,16.01564,49.35399
z-box-velke-mezirici-karlov-2360,Z-BOX,Velké Meziříčí,Karlov,2360,,16.04031,49.34639
z-box-lavicky-lavicky-90,Z-BOX,Lavičky,Lavičky,90,,15.96742,49.37951
z-box-osova-bityska-osova-bityska-3,Z-BOX,Osová Bítýška,Osová Bítýška,3,,16.1673,49.32373
z-box-velka-bites-vlkovska-608,Z-BOX,Velká Bíteš,Vlkovská,608,,16.2189,49.29655
marsov-marsov,Z-BOX,Maršov,Maršov,,,16.35994,49.28357
z-box-brno-bystrc-lyskova-1031-2,Z-BOX,Brno,Bystrc,,,16.505,49.21889
z-box-brno-bystrc-foltynova-998,Z-BOX,Brno,Bystrc,,,16.50893,49.21704
z-box-veverska-bityska-hvozdecka-134,Z-BOX,Z-BOX,Veverská Bítýška,,,16.43745,49.27433
brno-stouracova-1260-1b,Z-BOX,Brno,Bystrc,,,16.52,49.21795
z-box-brno-bystrc-kubickova-115-8-oc-max-u-kasny,Z-BOX,Brno,Bystrc,,,16.51795,49.22094
brno-kubickova-1115-8,Z-BOX,Brno,Bystrc,,,16.51868,49.22138
z-box-brno-bystrc-u-sokolovny-396-3,Z-BOX,Brno,Bystrc,,,16.52788,49.22477
z-box-brno-jundrov-veslarska-549-52-teta-drogerie,Z-BOX,Brno,Jundrov,,,16.55519,49.20845
z-box-brno-jundrov-lelkova-873-48,Z-BOX,Brno,Jundrov,,,16.55092,49.21198
z-box-brno-bystrc-jakuba-obrovskeho-228-1-a,Z-BOX,Brno,Bystrc,,,16.53241,49.22622
z-box-brno-bystrc-namesti-28-dubna-1-48,Z-BOX,Brno,Bystrc,,,16.53089,49.22842
z-box-brno-mesto-panska-12-oc-rozkvet,Z-BOX,Brno,město,,,16.60844,49.19374
z-box-brno-trnita-krenova-52-oc-nosreti,Z-BOX,Brno,Trnitá,,,16.62283,49.19099
z-box-brno-stred-benesova-21,Z-BOX,Brno,Střed,,,16.6149,49.19442
z-box-brno-zidenice-olomoucka-3419-9-prumyslovy-areal-amulle-a-s,Z-BOX,Brno,Židenice,,,16.63331,49.19048
z-box-brno-cernovice-olomoucka-1159-40-manner,Z-BOX,Brno,Černovice,,,16.63552,49.18954
z-box-brno-zabrdovice-bratislavska-181-1,Z-BOX,Brno,Zábrdovice,,,16.61444,49.19843
brno-prikop-838-6,"Z-BOX Brno-střed, Zábrdovice, Příkop 838/6,",Brno,Zábrdovice,,,16.61302,49.20001
z-box-brno-veveri-rybkova-332-1-fast-vut-brno,Z-BOX,Brno,Veveří,,,16.59341,49.20585
z-box-brno-veveri-lidicka-965-31,Z-BOX,Brno,Veveří,,,16.60694,49.20263
z-box-brno-zidenice-taborska-2370-189-parkoviste-u-sroubka,Z-BOX,Brno,Židenice,,,16.63527,49.19264
z-box-brno-zabrdovice-plynarenska-90-3,Z-BOX,Brno,Zábrdovice,,,16.62516,49.19691
z-box-brno-zidenice-dulanek-3596-10-b,Z-BOX,Brno,Židenice,,,16.64304,49.19577
z-box-brno-zidenice-lisenska-31,Z-BOX,Brno,Židenice,,,16.6539,49.1962
z-box-brno-zidenice-vinicni-4049-235-poliklinika-vinicni,Z-BOX,Brno,Židenice,,,16.65656,49.19838
z-box-brno-vinohrady-cejkovicka-4339,Z-BOX,Brno,Vinohrady,,,16.66289,49.20176
brno-sedlackova-2557-4,Z-BOX,Brno,Líšeň,,,16.66854,49.20208
z-box-brno-zidenice-rokycanova-1562-27,Z-BOX,Brno,Židenice,,,16.64123,49.1994
brno-boreticka-4134-8,Z-BOX,Brno,Vinohrady,,,16.65815,49.20161
z-box-brno-lisen-karoliny-svetle-2410,Z-BOX,Brno,Líšeň,,,16.68902,49.20234
z-box-brno-lisen-josefy-faimonove-11-b,Z-BOX,Brno,Líšeň,,,16.6779,49.20297
z-box-brno-vinohrady-boreticka-4240-1-a,Z-BOX,Brno,Vinohrady,,,16.6572,49.20278
brno-klajdovska-2793-2,Z-BOX,Brno,Líšeň,,,16.68895,49.20949
z-box-brno-lisen-bednarikova-2893-1-a,Z-BOX,Brno,Líšeň,,,16.68658,49.20921
z-box-brno-vinohrady-velkopavlovicka-4310-pod-uradem,Z-BOX,Brno,Vinohrady,,,16.66122,49.20444
z-box-brno-zidenice-zarosicka-4292-30-billa,Z-BOX,Brno,Židenice,,,16.66476,49.20599
brno-zikova-1,Z-BOX,Brno,Líšeň,,,16.67409,49.20909
z-box-brno-lisen-hochmanova-2182-1,Z-BOX,Brno,Líšeň,,,16.68642,49.21171
z-box-mokra-horakov-horakov-164,Z-BOX,Mokrá,Horákov,,,16.74747,49.21331
z-box-mokra-horakov-horakov-299,Z-BOX,Mokrá-Horákov,Horákov,299,,16.74946,49.216
z-box-mokra-horakov-mokra-348,Z-BOX,Mokrá-Horákov,Mokrá,348,,16.75469,49.21852
z-box-brno-lisen-hornikova-2533-34-a,Z-BOX,Brno,Líšeň,,,16.68128,49.21241
z-box-hostenice-hostenice-159,Z-BOX,Hostěnice,Hostěnice,159,,16.77162,49.239
z-box-vyskov-brnenska-514-13-c-tesco,Z-BOX,Vyškov,Brněnská 514/13c,,,16.99269,49.27304
vyskov-puskinova-409-63,Z-BOX,Vyškov,Puškinova,409,63,16.9831,49.27654
z-box-vyskov-j-wolkera-236-8,Z-BOX,Vyškov,J. Wolkera,236,8,16.99189,49.2762
z-box-vyskov-lipova-273,Z-BOX,Vyškov,Lipová,273,,17.00866,49.27435
z-box-vyskov-brnenska-2,Z-BOX,Vyškov,Brněnská,2,,16.99379,49.27683
vyskov-dobrovskeho-431-1,Z-BOX,Vyškov,Dobrovského,431,,17.0004,49.27636
vyskov-maxima-gorkeho-554,Z-BOX,Vyškov,Maxima Gorkého,554,,16.98324,49.27874
z-box-vyskov-maxima-gorkeho-576-32,Z-BOX,Vyškov,Maxima Gorkého,576,32,16.98158,49.27956
z-box-vyskov-kromerizska-2,Z-BOX,Vyškov,Kroměřížská,2,,17.01022,49.27963
z-box-vyskov-hybesova-643-hruska,Z-BOX,Vyškov,Hybešova,643,,17.00821,49.28104
vyskov-dedicka-547,Z-BOX,Vyškov,Dědická,547,,16.98699,49.28412
z-box-hostice-heroltice-hostice-78,Z-BOX,Hoštice-Heroltice,Hoštice,78,,17.06249,49.28782
z-box-vyskov-v-nejedleho-601-potraviny-vecerova,Z-BOX,Vyškov,V. Nejedlého,601,,16.98068,49.30014
z-box-ivanovice-na-hane-mlynska-367,Z-BOX,Ivanovice na Hané,Mlýnská,367,,17.08971,49.30461
vezky-vezky-43,Z-BOX,Věžky,Věžky,43,,17.28281,49.28603
z-box-rataje-rataje-139,Z-BOX,Rataje,Rataje,139,,17.33274,49.27525
z-box-kromeriz-velehradska-3254-105-tesco,Z-BOX,Kroměříž,Velehradská,3254,105,17.38852,49.28487
z-box-lutopecny-lutopecny-9,Z-BOX,Lutopecny,Lutopecny,9,,17.34494,49.3022
z-box-kromeriz-albertova-3304-7,Z-BOX,Kroměříž,Albertova,3304,7,17.38544,49.28917
kromeriz-palenickova-3280-14,Z-BOX,Kroměříž,Páleníčkova,3280,14,17.39186,49.28944
z-box-kromeriz-havlickova-660-69-areal-nemocnice,Z-BOX,Kroměříž,Havlíčkova,660,69,17.38259,49.29255
z-box-kromeriz-talichova-3257,Z-BOX,Kroměříž,Talichova,3257,,17.39966,49.28855
z-box-kromeriz-hanacke-namesti-475-3-sklenarstvi-seibert,Z-BOX,Kroměříž,Hanácké náměstí,475,3,17.3887,49.29354
z-box-kromeriz-vrchlickeho-3282-3,Z-BOX,Kroměříž,Vrchlického,3282,3,17.39398,49.2952
z-box-kromeriz-kotojedska-543-17-a,Z-BOX,Kroměříž,Kotojedská 543/17a,,,17.3996,49.29345
kromeriz-obvodova-2782-13,Z-BOX,Kroměříž,Obvodová,2782,13,17.40567,49.29304
z-box-kromeriz-kopernikova-24,Z-BOX,Kroměříž,Koperníkova,24,,17.37869,49.3012
z-box-kromeriz-oskol-3192-43,Z-BOX,Kroměříž,Oskol,3192,43,17.40056,49.29739
z-box-kromeriz-spacilova-569-27,Z-BOX,Kroměříž,Spáčilova,569,27,17.4057,49.29742
z-box-kromeriz-vodni-79-21,Z-BOX,Kroměříž,Vodní,79,21,17.39628,49.29888
z-box-sazovice-sazovice-61,Z-BOX,Sazovice,Sazovice,61,,17.56916,49.23668
z-box-machova-machova-240-1,Z-BOX,Machová,Machová,240,,17.54276,49.25346
z-box-myslocovice-myslocovice-97,Z-BOX,Mysločovice,Mysločovice,97,,17.56634,49.25756
zlin-druzstevni-24515,Z-BOX,Zlín,Družstevní,4515,,17.65625,49.23244
z-box-zlin-okruzni-4701,Z-BOX,Zlín,Okružní,4701,,17.65989,49.2329
