branch_code,name,city,street,building_number,orientation_number,longitude,latitude
z-box-dolni-prim-dolni-prim-27-autobusova-zastavka,Z-BOX,Dolní Přím,Dolní Přím,27,,15.70773,50.24006
z-box-hradec-kralove-prazska-755-176-e-bikehk,Z-BOX,Hradec Králové,Pražská,755,176,15.77881,50.20183
hradec-kralove-pardubicka-871-29,Z-BOX,Hradec Králové,Pardubická,871,29,15.79253,50.20265
hradec-kralove-prazska-trida-916-65,Z-BOX,Hradec Králové,Pražská třída,916,65,15.79599,50.20524
z-box-hradec-kralove-prazska-trida-597-14,Z-BOX,Hradec Králové,Pražská Třída,597,14,15.7996,50.20784
z-box-hradec-kralove-fibichova,Z-BOX,Hradec Králové,Fibichova,,,15.80933,50.20051
z-box-hradec-kralove-na-rybarne-1427-13,Z-BOX,Hradec Králové,Na Rybárně,1427,13,15.81206,50.19827
z-box-hradec-kralove-bezrucova-1598-59,Z-BOX,Hradec Králové,Bezručova,1598,59,15.81103,50.19969
z-box-hradec-kralove-hrubinova-1458-1-prointepo,Z-BOX,Hradec Králové,Hrubínova,1458,1,15.81376,50.19947
z-box-hradec-kralove-jungmanova-1431-28-a,Z-BOX,Hradec králové,Jungmanova 1431/28a,,,15.81654,50.20037
hradec-kralove-baarova-1381,Z-BOX,Hradec Králové,Baarova,,,15.8206,50.20276
z-box-hradec-kralove-hradecka,Z-BOX,Hradec Králové,Hradecká,,,15.835,50.1969
z-box-hradec-kralove-v-lipkach-1609-5,Z-BOX,Hradec Králové,V Lipkách,1609,5,15.81683,50.20703
z-box-hradec-kralove-brnenska-1825-23-a-oc-futurum,Z-BOX,Hradec Králové,Brněnská 1825/23a,,,15.84765,50.1968
z-box-hradec-kralove-akademika-heyrovskeho-1178-6,Z-BOX,Hradec Králové,Akademika Heyrovského,1178,6,15.83452,50.20178
z-box-hradec-kralove-moravska-980-7,Z-BOX,Hradec Králové,Moravská,980,7,15.84839,50.19984
z-box-hradec-kralove-na-kotli-662-2,Z-BOX,Hradec Králové,Na Kotli,662,2,15.84339,50.20135
z-box-hradec-kralove-hradecka-1227-uhk,Z-BOX,Hradec Králové,Hradecká,1227,,15.83051,50.20396
z-box-hradec-kralove-hradecka-1151-9-podnikatelske-centrum-1,Z-BOX,Hradec Králové,Hradecká,1151,9,15.83433,50.2038
z-box-hradec-kralove-labska-kotlina-1206-9-hruska,Z-BOX,Hradec Králové,Labská kotlina,1206,9,15.82055,50.20803
z-box-hradec-kralove-prazske-predmesti-1361,Z-BOX,Hradec Králové,Pražské předměstí,1361,,15.81511,50.2098
hradec-kralove-na-drahach-656,Z-BOX,Hradec Králové,Na Drahách,656,,15.85798,50.20366
z-box-hradec-kralove-krapkova-689,Z-BOX,Hradec Králové,Krapkova,689,,15.86257,50.20442
z-box-hradec-kralove-vita-nejedleho-1063-orlice-park,Z-BOX,Hradec Králové,Víta Nejedlého,1063,,15.85297,50.21157
z-box-hradec-kralove-orlicka-167-26,Z-BOX,Hradec Králové,Orlická,167,26,15.84969,50.2124
hradec-kralove-namesti-5-kvetna-835-10,Z-BOX,Hradec Králové,Náměstí 5. května,835,10,15.82674,50.21356
z-box-hradec-kralove-dukelska-trida-1713-7-oc-atrium,Z-BOX,Hradec Králové,Dukelská třída,1713,7,15.81913,50.21352
z-box-hradec-kralove-pospisilova-281-18,Z-BOX,Hradec Králové,Pospíšilova,281,18,15.84577,50.21487
z-box-hradec-kralove-chelcickeho-1054-15,Z-BOX,Hradec Králové,Chelčického,1054,15,15.81624,50.21357
z-box-hradec-kralove-horicka,Z-BOX,Hradec Králové,Hořická,,,15.81844,50.21501
z-box-hradec-kralove-pilnackova-436-11,Z-BOX,Hradec Králové,Pilnáčkova,436,11,15.83804,50.21752
z-box-hradec-kralove-bratri-stefanu-994-terno,Z-BOX,Hradec Králové,Bratří Štefanů,994,,15.87733,50.21826
z-box-hradec-kralove-brezova,Z-BOX,Hradec Králové,Březová,,,15.85867,50.22064
hradec-kralove-pilnackova-382,Z-BOX,Hradec Králové,Pilnáčkova,382,,15.83539,50.21786
z-box-hradec-kralove-severni-883,Z-BOX,Hradec Králové,Severní,883,,15.84549,50.22065
z-box-hradec-kralove-riegrovo-nam-1493,Z-BOX,Hradec Králové,Riegrovo náměstí,1493,,15.812,50.21606
z-box-hradec-kralove-velka-144-83,Z-BOX,Hradec Králové,Velká,144,83,15.84839,50.23133
z-box-hradec-kralove-truhlarska,Z-BOX,Hradec Králové,Truhlářská,,,15.84063,50.22792
z-box-hradec-kralove-jana-cerneho-545-48,Z-BOX,Hradec Králové,Jana Černého,545,48,15.83395,50.22457
z-box-cernilov-cernilov-330-u-vjezdu-na-parkoviste,Z-BOX,Černilov,Černilov,330,,15.93186,50.26258
z-box-cernilov-cernilov-31-hruska,Z-BOX,Černilov,Černilov,31,,15.92597,50.26267
z-box-ceske-mezirici-osvobozeni-97,Z-BOX,České Meziříčí,Osvobození,97,,16.04758,50.2851
z-box-pohori-pohori-84,Z-BOX,Pohoří,Pohoří,84,,16.09939,50.29242
z-box-dobruska-nadrazni-533-1,Z-BOX,Dobruška,Nádražní,533,,16.15308,50.28987
z-box-dobruska-solnicka-lidl,Z-BOX,Dobruška,Solnická,,,16.16843,50.28928
z-box-dobruska-javorova-828,Z-BOX,Dobruška,Javorová,828,,16.16453,50.29476
z-box-ohnisov-ohnisov-172,Z-BOX,Ohnišov,Ohnišov,172,,16.21412,50.32264
javornik-nadrazni-160,Z-BOX,Javorník,Nádražní,160,,17.00601,50.39301
bernartice-bernartice-125-1,Z-BOX,Bernartice u Javorníku,Bernartice,125,,17.07725,50.3894
z-box-pernink-karlovarska-118,Z-BOX,Pernink,Karlovarská,118,,12.78408,50.36511
z-box-kovarska-nam-j-svermy-64,Z-BOX,Kovářská,Nám. J. Švermy,64,,13.05341,50.43875
z-box-malkov-zelena-61-coop,Z-BOX,Málkov,Zelená,61,,13.32201,50.44724
z-box-cernovice-u-chomutova-cernovice-95-u-garazi,Z-BOX,Černovice u Chomutova,Černovice,95,,13.3603,50.44749
z-box-sporice-u-koupaliste-494-pred-cp,Z-BOX,Spořice,U Koupaliště,494,,13.38783,50.44523
udlice-jirkovska,Z-BOX,Údlice,Parkoviště Jirkovská,,,13.45811,50.44136
z-box-chomutov-kochova-4986,Z-BOX,Chomutov,Kochova,4986,,13.40928,50.4572
z-box-chomutov-palackeho-5662,Z-BOX,Chomutov,Palackého,5662,,13.41729,50.45898
z-box-chomutov-zizkovo-namesti-5762-oc-central,Z-BOX,Chomutov,Žižkovo náměstí,5762,,13.41531,50.46109
chomutov-adamkova-4873,Z-BOX,Chomutov,Adámkova,4873,,13.3956,50.46221
z-box-chomutov-farskeho-4732-oc-chomutovka,Z-BOX,Chomutov,Farského,4732,,13.41354,50.46204
z-box-chomutov-selska-3618,Z-BOX,Chomutov,Selská,3618,,13.42036,50.46203
z-box-chomutov-kosmonautu-5753,Z-BOX,Chomutov,Kosmonautů,5753,,13.42812,50.46458
z-box-chomutov-jiraskova-5959,Z-BOX,Chomutov,Jiráskova,5959,,13.40643,50.4664
z-box-lenesice-j-svermy-358-coop,Z-BOX,Lenešice,J. Švermy,358,,13.76465,50.37679
dobromerice-5-kvetna-373,Z-BOX,Dobroměřice,5. května,373,,13.78071,50.37427
z-box-havran-havran-42-coop,Z-BOX,Havraň,Havraň,42,,13.5964,50.44408
z-box-dobromerice-prazska-411-coop,Z-BOX,Dobroměřice,Pražská,411,,13.79432,50.37002
z-box-velteze-vrchlickeho-44-pred-delnickym-domem,Z-BOX,Veltěže,Vrchlického,44,,13.87599,50.35165
z-box-slavetin-sokolska-138-u-kd,Z-BOX,Slavětín,Sokolská,138,,13.90396,50.34918
z-box-klobuky-9-kvetna-10-ou-klobuky,Z-BOX,Klobuky,9. května,10,,13.98983,50.29363
z-box-zlonice-dvorakova-425-coop,Z-BOX,Zlonice,Dvořáková,425,,14.09202,50.28676
z-box-zizice-zizice-25-hospudka-zizice,Z-BOX,Žižice,Žižice,25,,14.15314,50.24564
z-box-zvoleneves-zvoleneves-88-coop,Z-BOX,Zvoleněves,Zvoleněves,88,,14.18292,50.2309
z-box-slatina-slatina-226,Z-BOX,Slatina,Slatina,226,,14.21949,50.22121
z-box-slatina-u-kralup-nad-vltavou-slatina-68,Z-BOX,Slatina u Kralup nad Vltavou,Slatina,68,,14.22181,50.22474
kamenny-most-kamenny-most-143,Z-BOX,Kamenný Most,Kamenný Most,143,,14.20618,50.24124
otvovice-otvovice-932-3,Z-BOX,Otvovice,Otvovice,932,3,14.27111,50.21214
z-box-holubice-u-kralup-nad-vltavou-holubice-175,Z-BOX,Holubice u Kralup nad Vltavou,Holubice,175,,14.29355,50.20133
holubice-lesni-58,Z-BOX,Holubice u Kralup nad Vltavou,Lesní,58,,14.30166,50.20059
z-box-tursko-ke-statkum-146,Z-BOX,Tursko,Ke Statkům,146,,14.323,50.19202
z-box-kralupy-nad-vltavou-minice-prazska-58,Z-BOX,Kralupy nad Vltavou,Minice,,,14.29854,50.22529
kralupy-nad-vltavou-na-velvarske-silnici-1,Z-BOX,Kralupy nad Vltavou,Mikovice,,,14.29366,50.2298
z-box-kralupy-nad-vltavou-premyslova-153,Z-BOX,Kralupy nad Vltavou,Přemyslova,153,,14.29218,50.23659
z-box-rez-hlavni-130-ujv-a-s,Z-BOX,Řež,Hlavní,130,,14.35774,50.17748
z-box-kralupy-nad-vltavou-sidl-v-zatisi-853,Z-BOX,Kralupy nad Vltavou,sídl. V Zátiší,853,,14.30264,50.23843
z-box-libcice-nad-vltavou-chynovska-683,Z-BOX,Libčice nad Vltavou,Chýnovská,683,,14.35392,50.19521
z-box-kralupy-nad-vltavou-nerudova-801,Z-BOX,Kralupy nad Vltavou,Nerudova,801,,14.30741,50.23894
z-box-kralupy-nad-vltavou-mostni-934-nemocnice,Z-BOX,Kralupy nad Vltavou,Mostní,934,,14.31258,50.24258
z-box-libcice-nad-vltavou-u-stare-skoly-108,Z-BOX,Libčice nad Vltavou,U Staré Školy,108,,14.36524,50.19834
z-box-dolany-nad-vltavou-ke-hristi-231,Z-BOX,Dolany nad Vltavou,Ke Hřišti,231,,14.34864,50.22378
z-box-vetrusice-vltavska-14,Z-BOX,Větrušice,Vltavská,14,,14.38406,50.19077
z-box-chvateruby-chvateruby-69,Z-BOX,Chvatěruby,Chvatěruby,69,,14.3419,50.2331
z-box-zloncice-zloncice-40,Z-BOX,Zlončice,Zlončice,40,,14.35838,50.22912
z-box-kralupy-nad-vltavou-krakovska-697,Z-BOX,Kralupy nad Vltavou,Krakovská,697,,14.31994,50.24648
z-box-klecany-do-klecanek-52,Z-BOX,Klecany,Do Klecánek,52,,14.41285,50.17527
z-box-klecany-do-klecanek-301,Z-BOX,Klecany,Do Klecánek,301,,14.41474,50.17576
z-box-vodochody-k-vltave-4,Z-BOX,Vodochody,K Vltavě,4,,14.39799,50.20615
z-box-zdiby-u-tovarny-1,Z-BOX,Zdiby,U Továrny,1,,14.42735,50.16903
zdiby-ke-zdibsku,Z-BOX,Zdiby,Ke Zdibsku,,,14.44963,50.1749
odolena-voda-u-letiste-374,Z-BOX,Odolena Voda,U letiště,37,,14.40753,50.22025
z-box-postrizin-k-mokline-u-parkoviste,Z-BOX,Postřižín,K Moklině,,,14.38142,50.23322
kozomin-kozomin-8,Z-BOX,Kozomín,Kozomín,8,,14.37207,50.2365
z-box-odolena-voda-prazska-398-u-tesca,Z-BOX,Odolena Voda,Pražská,398,,14.41679,50.22381
z-box-odolena-voda-ceskoslovenske-armady-315,Z-BOX,Odolena Voda,Československé armády,315,,14.40933,50.22962
z-box-praha-8-brezineves-na-poli,Z-BOX,Praha 8,Březiněves,,,14.47875,50.16861
z-box-boranovice-melnicka-105-eurobit-cs,Z-BOX,Bořanovice,Mělnická,105,,14.48425,50.17267
z-box-panenske-brezany-na-navsi-196,Z-BOX,Panenské Břežany,Na Návsi,196,,14.44207,50.21442
z-box-boranovice-hovorcovicka-137,Z-BOX,Bořanovice,Hovorčovická,137,,14.48663,50.17963
z-box-bast-hlavni-301,Z-BOX,Bašť,Hlavní,301,,14.46862,50.20413
z-box-libeznice-melnicka-ev-c-10-u-stavebnin,Z-BOX,Líbeznice,Mělnická ev. č.,10,,14.494,50.1903
z-box-libeznice-melnicka-395-tesco,Z-BOX,Líbeznice,Mělnická,395,,14.49349,50.19339
z-box-praha-18-cakovice-za-cukrovarem-976,Z-BOX,Praha 18,Čakovice,,,14.51489,50.15354
z-box-libeznice-melnicka-433,Z-BOX,Líbeznice,Mělnická,433,,14.49714,50.19716
z-box-hovorcovice-boranovicka-114,Z-BOX,Hovorčovice,Bořanovická,114,,14.5144,50.17864
z-box-praha-18-cakovice-schoellerova-203-52,Z-BOX,Praha 18,Čakovice,,,14.52389,50.16126
mesice-hlavni,Z-BOX,Měšice,Hlavní,,,14.52121,50.2033
z-box-sluhy-sluhy-7,Z-BOX,Sluhy,Sluhy,7,,14.55823,50.19123
z-box-mratin-kostelecka-20,Z-BOX,Mratín,Kostelecká,20,,14.55221,50.20287
z-box-zlonin-zlonin-2,Z-BOX,Zlonín,Zlonín,2,,14.5082,50.21763
z-box-polerady-polerady-57,Z-BOX,Polerady,Polerady,57,,14.5989,50.20015
kostelec-nad-labem-na-sidlisti-254,Z-BOX,Kostelec nad Labem,Na Sídlišti,254,,14.5843,50.22362
z-box-zaryby-zaryby-116,Z-BOX,Záryby,Záryby,116,,14.62533,50.22041
z-box-zaryby-zaryby-42-u-autobusove-zastavky,Z-BOX,Záryby,Záryby,42,,14.6261,50.22056
kostelec-nad-labem-neratovicka-239,Z-BOX,Kostelec nad Labem,Neratovická,239,,14.5851,50.22693
z-box-lhota-u-prahy-boleslavska-37,Z-BOX,Lhota u Prahy,Boleslavská,37,,14.6561,50.24252
z-box-hlavenec-hlavenec-60,Z-BOX,Hlavenec,Hlavenec,60,,14.7028,50.23976
z-box-drisy-drazni-kolmo-k-ul-jasanova,Z-BOX,Dřísy,Drážní,,,14.63472,50.24456
z-box-turice-turice-7,Z-BOX,Tuřice,Tuřice,7,,14.76959,50.24945
z-box-sudovo-hlavno-sudovo-hlavno,Z-BOX,Sudovo Hlavno,Sudovo Hlavno,,,14.68246,50.26182
predmerice-nad-jizerou-predmerice-nad-jizerou-204,Z-BOX,Předměřice nad Jizerou,Předměřice nad Jizerou,204,,14.78018,50.25422
z-box-kochanky-kochanky-hasicska-zbrojnice,Z-BOX,Kochánky,Kochánky,,,14.77984,50.27701
z-box-benatky-nad-jizerou-bratri-bendu-lidl,Z-BOX,Benátky nad Jizerou,Bratří Bendů,,,14.83177,50.28094
z-box-benatky-nad-jizerou-prazska-676,Z-BOX,Benátky nad Jizerou,Pražská,676,,14.82659,50.28395
benatky-nad-jizerou-nam-17-listopadu-565,Z-BOX,Benátky nad Jizerou,náměstí 17. listopadu,565,,14.83641,50.28736
z-box-benatky-nad-jizerou-tr-osvoboz-polit-veznu-241-18,Z-BOX,Benátky nad Jizerou,Tř. Osvoboz. polit. vězňů,241,18,14.82589,50.28768
z-box-cachovice-6-kvetna-32,Z-BOX,Čachovice,6. května,32,,14.94782,50.27231
z-box-loucen-nymburska-97,Z-BOX,Loučeň,Nymburská,97,,15.02044,50.28524
loucen-nymburska-95-95,Z-BOX,Loučeň,Nymburská,95,95,15.02203,50.28815
z-box-smilovice-smilovice-2758,Z-BOX,Smilovice,Smilovice,2758,,14.96041,50.30866
z-box-rozdalovice-ruska-u-mostu,Z-BOX,Rožďalovice,Ruská,,,15.17311,50.30253
z-box-kopidlno-nam-hilmarovo-u-novin-stanku,Z-BOX,Kopidlno,náměstí Hilmarovo,,,15.27046,50.33182
z-box-vysoke-veseli-mirove-namesti-9,Z-BOX,Vysoké Veselí,Mírové náměstí,9,,15.43427,50.33095
z-box-dohalice-dohalice-72-autobusova-zastavka-u-kostela,Z-BOX,Dohalice,Dohalice,72,,15.68997,50.28077
z-box-dobra-voda-u-horic-dobra-voda-u-horic-193,Z-BOX,Dobrá Voda u Hořic,Dobrá Voda u Hořic,193,,15.60388,50.3499
z-box-vsestary-vsestary-55-u-vlakoveho-nadrazi,Z-BOX,Všestary,Všestary,55,,15.76433,50.25246
hradec-kralove-dvorska-129-65,Z-BOX,Hradec Králové,Dvorská,129,65,15.78689,50.22209
z-box-hradec-kralove-palenecka-623-116,Z-BOX,Hradec Králové,Pálenecká,623,116,15.79759,50.22046
z-box-hradec-kralove-zahradkarska,Z-BOX,Hradec Králové,Zahrádkařská,,,15.80291,50.21919
z-box-hradec-kralove-koutnikova-224-30-1,Z-BOX,Hradec Králové,Koutníkova,224,30,15.80344,50.22428
hradec-kralove-antonina-dvoraka-1492-10,Z-BOX,Hradec Králové,Antonína Dvořáka,1492,10,15.81644,50.21897
z-box-hradec-kralove-kydlinovska,Z-BOX,Hradec Králové,Kydlinovská,,,15.82031,50.23238
hradec-kralove-k-zastavce-46-2,Z-BOX,Hradec Králové,K zastávce,46,2,15.83628,50.22814
z-box-predmerice-nad-labem-prumyslova-323,Z-BOX,Předměřice nad Labem,Průmyslová,323,,15.81611,50.25603
z-box-lochenice-lochenice-91,Z-BOX,Lochenice,Lochenice,91,,15.8196,50.2728
z-box-skalice-skalice-50-pred-vecerkou,Z-BOX,Skalice,Skalice,50,,15.87102,50.276
z-box-bohuslavice-u-dobrusky-bohuslavice-67-prodejna-zepo,Z-BOX,Bohuslavice u Dobrušky,Bohuslavice,67,,16.08761,50.3203
z-box-jasenna-u-jaromere-jasenna-267-naproti-prodejne-hruska,Z-BOX,Jasenná u Jaroměře,Jasenná,267,,15.99181,50.31771
z-box-nove-mesto-nad-metuji-t-g-masaryka-43,Z-BOX,Nové Město nad Metují,T. G. Masaryka,43,,16.15108,50.35202
z-box-nove-mesto-nad-metuji-nahoranska-414,Z-BOX,Nové Město nad Metují,Nahořanská,414,,16.12455,50.35321
z-box-nahorany-nahorany-76,Z-BOX,Nahořany,Nahořany,76,,16.08331,50.35304
z-box-novy-hradek-namesti-28,Z-BOX,Nový Hrádek,Náměstí,28,,16.24356,50.3574
z-box-chomutov-lipska-2005,Z-BOX,Chomutov,Lipská,2005,,13.3956,50.46676
z-box-chomutov-jiraskova-4170-oc-jitrenka,Z-BOX,Chomutov,Jiráskova,4170,,13.39834,50.47032
z-box-chomutov-zadni-vinohrady-5353,Z-BOX,Chomutov,Zadní Vinohrady,5353,,13.43165,50.46617
z-box-chomutov-cihlarska-4092,Z-BOX,Chomutov,Cihlářská,4092,,13.40663,50.47107
z-box-chomutov-brezenecka-4799,Z-BOX,Chomutov,Březenecká,4799,,13.41194,50.47485
chomutov-holesicka-4887,Z-BOX,Chomutov,Holešická,4887,,13.41696,50.47809
becov-becov-19,Z-BOX,Bečov,Bečov,19,,13.71734,50.44875
z-box-peruc-nam-e-filly-19,Z-BOX,Peruc,náměstí E. Filly,19,,13.96246,50.34252
z-box-vrany-vrany-9-pred-ou,Z-BOX,Vraný,Vraný,9,,14.01636,50.32629
z-box-hospozin-hospozin-47,Z-BOX,Hospozín,Hospozín,47,,14.17061,50.30425
z-box-cernuc-cernuc-8,Z-BOX,Černuc,Černuc,8,,14.20169,50.30105
z-box-velvary-cechova-252,Z-BOX,Velvary,Čechova,252,,14.2391,50.27915
z-box-nelahozeves-kralupska-305,Z-BOX,Nelahozeves,Kralupská,305,,14.29865,50.26098
z-box-kralupy-nad-vltavou-mostni-814,Z-BOX,Kralupy nad Vltavou,Mostní,814,,14.31835,50.25
z-box-kralupy-nad-vltavou-veltruska-815,Z-BOX,Kralupy nad Vltavou,Veltruská,815,,14.31873,50.25259
z-box-kralupy-nad-vltavou-o-wichterleho-810,Z-BOX,Kralupy nad Vltavou,O. Wichterleho,810,,14.32103,50.25597
z-box-veltrusy-palackeho-563,Z-BOX,Veltrusy,Palackého,563,,14.33573,50.2663
z-box-kozomin-rudolfa-diesela,Z-BOX,Kozomín,Rudolfa Diesela,,,14.3693,50.24315
z-box-uzice-u-kralup-nad-vltavou-nadrazni-200,"Z-BOX Úžice u Kralup nad Vltavou, Nádražní 200",Úžice u Kralup nad Vltavou,Nádražní,200,,14.37705,50.25549
z-box-zlosyn-zlosyn-103,Z-BOX,Zlosyň,Zlosyň,103,,14.3702,50.27715
odolena-voda-dolni-nam-166,Z-BOX,Odolena Voda,Dolní náměstí,166,,14.4111,50.23351
z-box-nova-ves-u-melnika-nova-ves-38,Z-BOX,Nová Ves u Mělníka,Nová Ves,38,,14.30891,50.3132
z-box-drinov-drinov-100,Z-BOX,Dřínov,Dřínov,100,,14.39809,50.27394
z-box-vojkovice-u-melnika-vojkovice-137,Z-BOX,Vojkovice u Mělníka,Vojkovice,137,,14.37738,50.2962
z-box-velika-ves-na-navsi-81,Z-BOX,Veliká Ves,Na Návsi,81,,14.45633,50.24334
kojetice-lipova-155,Z-BOX,Kojetice,Lipová,155,,14.49843,50.23745
neratovice-byskovicka-44,Z-BOX,Neratovice,Byškovická,44,,14.49619,50.25578
z-box-neratovice-na-vysluni-1367,Z-BOX,Neratovice,Na výsluní,1367,,14.51182,50.25294
z-box-chlumin-chlumin-44,Z-BOX,Chlumín,Chlumín,44,,14.44927,50.28909
z-box-cakovicky-kojeticka-32,Z-BOX,Čakovičky,Kojetická,32,,14.53123,50.22926
neratovice-bratri-capku-1317,Z-BOX,Neratovice,Bratří Čapků,1317,,14.514,50.25657
z-box-neratovice-kojeticka-c-p-1351,Z-BOX,Neratovice,Kojetická č. p.,1351,,14.52017,50.25426
z-box-neratovice-mladeznicka-422,Z-BOX,Neratovice,Mládežnická,422,,14.518,50.25899
z-box-neratovice-kpt-jarose-235,Z-BOX,Neratovice,Kpt. Jaroše,235,,14.52197,50.25767
z-box-neratovice-hamplova-72,Z-BOX,Neratovice,Hamplova,72,,14.51758,50.26217
z-box-neratovice-kostomlatskeho-sady-138-4,Z-BOX,Neratovice,Kostomlatského sady,138,4,14.52494,50.26154
z-box-libis-melnicka-579,Z-BOX,Libiš,Mělnická,579,,14.50315,50.27363
z-box-libis-u-zahradek-509-5,Z-BOX,Libiš,U Zahrádek,509,5,14.50619,50.27534
tisice-ke-krizku,Z-BOX,Tišice,Ke Křížku,,,14.55794,50.26018
z-box-tisice-melnicka-13,Z-BOX,Tišice,Mělnická,13,,14.55488,50.26984
z-box-ovcary-u-kostelce-nad-labem-ovcary-22,Z-BOX,Ovčáry u Kostelce nad Labem,Ovčáry,22,,14.61323,50.25174
z-box-vsetaty-t-g-masaryka-29,Z-BOX,Všetaty,T. G. Masaryka,29,,14.59026,50.28332
cecelice-vsetatska,Z-BOX,Čečelice,Všetatská,,,14.61717,50.29438
meceriz-meceriz-5,Z-BOX,Mečeříž,Mečeříž,5,,14.73506,50.29064
bysice-tyrsovo-namesti,Z-BOX,Byšice,Tyršovo náměstí,,,14.61173,50.31027
z-box-bysice-tyrsovo-namesti-358,Z-BOX,Byšice,Tyršovo náměstí,358,,14.61178,50.31068
z-box-zdetin-zdetin-26,Z-BOX,Zdětín,Zdětín,26,,14.81317,50.31024
kropacova-vrutice-kropacova-vrutice-25,Z-BOX,Kropáčova Vrutice,Kropáčova Vrutice,25,,14.71414,50.32977
z-box-horky-nad-jizerou-horky-nad-jizerou-93,Z-BOX,Horky nad Jizerou,Horky nad Jizerou,93,,14.85662,50.32665
z-box-brodce-rude-armady-211,Z-BOX,Brodce,Rudé armády,211,,14.86597,50.32816
z-box-chotetov-parkoviste-9-kvetna,Z-BOX,Chotětov,Parkoviště 9. května,,,14.80207,50.33889
lustenice-boleslavska-300,Z-BOX,Luštěnice,Boleslavská,300,,14.93974,50.3199
z-box-kosorice-kosorice-24,Z-BOX,Kosořice,Kosořice,24,,14.96867,50.33381
z-box-dobrovice-husova-319,Z-BOX,Dobrovice,Husova,319,,14.96167,50.36579
semcice-semcice-29,Z-BOX,Semčice,Semčice,29,,15.00638,50.36873
z-box-detenice-detenice-141,Z-BOX,Dětenice,Dětenice,141,,15.17145,50.36772
z-box-liban-lindnerova-autobus-stanice,Z-BOX,Libáň,Lindnerova,,,15.21604,50.37443
z-box-jicineves-jicineves-82,Z-BOX,Jičíněves,Jičíněves,82,,15.33685,50.37379
z-box-ostromer-zahradni-390,Z-BOX,Ostroměř,Zahradní,390,,15.54579,50.37243
z-box-podhorni-ujezd-a-vojice-vojice-141,Z-BOX,Podhorní Újezd a Vojice,Vojice,141,,15.51594,50.38988
horice-husova-2231-1,Z-BOX,Hořice,Husova,2231,,15.63267,50.35643
horice-aloise-jilemnickeho-2068,Z-BOX,Hořice,Aloise Jilemnického,2086,,15.62804,50.36646
z-box-horice-venceslavy-luzicke-1672,Z-BOX,Hořice,Věnceslavy Lužické,1672,,15.62903,50.37269
z-box-horice-riegrova-1403-zemedelska-akademie-a-gymnazium,Z-BOX,Hořice,Riegrova,1403,,15.64337,50.36887
z-box-horineves-horineves-95-autobusova-zastavka,Z-BOX,Hořiněves,Hořiněves,95,,15.75913,50.31203
z-box-cernozice-gen-svobody-265,Z-BOX,Černožice,Gen. Svobody,265,,15.87364,50.31787
cernozice-cernozice-269,Z-BOX,Černožice,Černožice,269,,15.86963,50.32203
z-box-smrzov-smrzov-11,Z-BOX,Smržov,Smržov,11,,15.91801,50.30076
z-box-rasosky-rasosky-204,Z-BOX,Rasošky,Rasošky,204,,15.90738,50.32174
jaromer-josefov-ivanovova-86,Z-BOX,Jaroměř Josefov,Ivanovova,86,,15.93043,50.33784
z-box-velka-jesenice-velka-jesenice-182-mezi-prodejnou-a-postou,Z-BOX,Velká Jesenice,Velká Jesenice,182,,16.03791,50.36074
provodov-sonov-sonov-194,Z-BOX,Provodov-Šonov,Šonov,194,,16.11516,50.38136
z-box-ceska-skalice-nerudova,Z-BOX,Česká Skalice,Nerudova,,,16.04977,50.39327
nachod-jugoslavska-260,Z-BOX,Náchod,Jugoslávská,260,,16.15574,50.40444
z-box-ceska-cermna-ceska-cermna-128,Z-BOX,Česká Čermná,Česká Čermná,128,,16.22908,50.40172
z-box-nachod-ruzova-264,Z-BOX,Náchod,Růžová,264,,16.16238,50.40566
z-box-nachod-bartonova-895,Z-BOX,Náchod,Bartoňova,895,,16.16383,50.40631
z-box-nachod-u-cihelny-bezkontaktni-mycka-car-wash,Z-BOX,Náchod,U Cihelny,,,16.14623,50.4082
z-box-vysokov-vysokov-1,Z-BOX,Vysokov,Vysokov,1,,16.13134,50.40763
z-box-nachod-ceskych-bratri-89,Z-BOX,Náchod,Českých bratří,89,,16.16088,50.41283
z-box-nachod-palachova-1741,Z-BOX,Náchod,Palachova,1741,,16.16309,50.41345
z-box-nachod-dobrosovska-130-pivovar-primator,Z-BOX,Náchod,Dobrošovská,130,,16.17125,50.41401
z-box-ceska-skalice-husovo-namesti-36,Z-BOX,Česká Skalice,Husovo náměstí,36,,16.04508,50.39491
z-box-nachod-beloveska-944,Z-BOX,Náchod,Běloveská,944,,16.17748,50.41747
z-box-nachod-plhovska-2066-lidl,Z-BOX,Náchod,Plhovská,2066,,16.16708,50.41883
z-box-nachod-kpt-jarose-automycka,Z-BOX,Náchod,Kpt. Jaroše,,,16.18802,50.423
z-box-vejprty-halkova-810-6,Z-BOX,Vejprty,Hálkova,810,6,13.03225,50.49386
z-box-vejprty-pohranicni-straze-1272,Z-BOX,Vejprty,Pohraniční stráže,1272,,13.03066,50.49491
z-box-krimov-krimov-1,Z-BOX,Křimov,Křimov,1,,13.30095,50.48574
z-box-chomutov-pisecna-5376-tesco,Z-BOX,Chomutov,Písečná,5376,,13.43736,50.4849
z-box-otvice-obchodni-zona-298-cs-fill,Z-BOX,Otvice,Obchodní zóna,298,,13.44348,50.48581
z-box-jirkov-brezenec-lucni,Z-BOX,Jirkov,Březenec/Luční,,,13.41414,50.49395
