name,city,postal_code,street,building_number,orientation_number,ruian_code
Rožmberk nad Vltavou,Rožmberk nad Vltavou,38218,,2,0,16545958.0
Kájov,Kájov,38221,Boletická,115,0,8699062.0
Hořice na Šumavě,Hořice na Šumavě,38222,,40,0,12959979.0
Černá v Pošumaví,Černá v Pošumaví,38223,,57,0,12945021.0
Horní Planá,Horní Planá,38226,Jiráskova,169,0,12953440.0
Polná na Šumavě,Polná na Šumavě,38229,,283,0,26758601.0
Velešín,Velešín,38232,Školní,501,0,8745382.0
Kaplice 1,Kaplice,38241,Tržní,84,0,8764573.0
Kaplice 2,Střítež,38242,,22,0,8721980.0
Dolní Dvořiště,Dolní Dvořiště,38272,,145,0,8689598.0
Vyšší Brod,Vyšší Brod,38273,Míru,150,0,8753792.0
Loučovice,Loučovice,38276,,288,0,8774846.0
Lipno nad Vltavou,Lipno nad Vltavou,38278,,37,0,8713090.0
Frymburk,Frymburk,38279,,178,0,8692891.0
Besednice,Besednice,38281,Náměstí,52,0,8667381.0
Benešov nad Černou,Benešov nad Černou,38282,,89,0,12936545.0
Pohorská Ves,Pohorská Ves,38283,,45,0,16543998.0
Malonty,Malonty,38291,,35,0,8718938.0
Rožmitál na Šumavě,Rožmitál na Šumavě,38292,,132,0,16548949.0
Horní Dvořiště,Horní Dvořiště,38293,,26,0,12950726.0
Prachatice,Prachatice,38301,Pivovarská,1118,0,28335724.0
Nebahovy,Nebahovy,38401,,79,0,812111.0
Lhenice,Lhenice,38402,Školní,124,0,841391.0
Ktiš,Ktiš,38403,,11,0,777790.0
Chroboly,Chroboly,38404,,84,0,792896.0
Netolice,Netolice,38411,Mírové Náměstí,208,0,17673526.0
Husinec,Husinec,38421,Prokopovo náměstí,43,0,823708.0
Vlachovo Březí,Vlachovo Březí,38422,Sídliště,306,0,872393.0
Dub,Dub,38425,,4,0,17665621.0
Strunkovice nad Blanicí,Strunkovice nad Blanicí,38426,,86,0,863297.0
Vitějovice,Vitějovice,38427,,46,0,17689287.0
Lažiště,Lažiště,38432,,59,0,860026.0
Záblatí,Záblatí,38433,,3,0,27431738.0
Zbytiny,Zbytiny,38441,,3,0,875392.0
Lenora,Lenora,38442,,65,0,851353.0
Strážný,Strážný,38443,,23,0,876330.0
Stožec,Stožec,38444,,12,0,877620.0
Volary,Volary,38451,Náměstí,25,0,25812041.0
Nová Pec,Nová Pec,38462,,41,0,17681219.0
Šumavské Hoštice,Šumavské Hoštice,38471,,64,0,846759.0
Zdíkov,Zdíkov,38472,,213,0,800783.0
Stachy,Stachy,38473,,342,0,815918.0
Čkyně,Čkyně,38481,,135,0,804797.0
Vacov,Vacov,38486,,29,0,17686288.0
Horní Vltavice,Horní Vltavice,38491,,119,0,30752299.0
Borová Lada,Borová Lada,38492,,41,0,17682231.0
Kvilda,Kvilda,38493,,7,0,866920.0
Vimperk,Vimperk,38501,1. máje,195,4,833347.0
Strakonice 1,Strakonice,38601,Podskalská,601,0,18435700.0
Volyně,Volyně,38701,náměstí Hrdinů,98,0,20173725.0
Malenice nad Volyňkou,Malenice,38706,Na Návsi,95,0,18386946.0
Katovice,Katovice,38711,Nádražní,134,0,8961590.0
Střelské Hoštice,Střelské Hoštice,38715,,83,0,18415865.0
Volenice,Volenice,38716,,15,0,18428029.0
Čestice,Čestice,38719,,64,0,8949433.0
Radomyšl,Radomyšl,38731,Maltézské náměstí,7,0,23067098.0
Sedlice u Blatné,Sedlice,38732,Palackého,46,0,18399835.0
Kadov u Blatné,Kadov,38733,,65,0,26837722.0
Záboří u Blatné,Záboří,38734,,87,0,18430252.0
Doubravice u Strakonic,Doubravice,38735,,43,0,18365736.0
Mečichov,Mečichov,38736,,118,0,40071928.0
Lnáře,Lnáře,38742,,74,0,18382398.0
Bělčice,Bělčice,38743,náměstí J. Kučery,11,0,8942862.0
Štěkeň,Štěkeň,38751,Na Městečku,150,0,18420991.0
Cehnice,Cehnice,38752,,76,0,23051591.0
Čepřovice,Čepřovice,38756,,58,0,18365248.0
Číčenice,Číčenice,38771,,97,0,23054239.0
Libějovice,Libějovice,38772,,26,0,18379401.0
Bavorov,Bavorov,38773,Náměstí Míru,17,0,8937079.0
Skočice,Skočice,38775,,44,0,18404995.0
Blatná,Blatná,38801,tř. T. G. Masaryka,293,0,8996946.0
Vodňany,Vodňany,38901,Kampanova,591,0,9013466.0
Tábor 2,Tábor,39002,U Bechyňské dráhy,2926,0,19824254.0
Tábor 3,Tábor,39003,Václava Soumara,2394,0,19819102.0
Sezimovo Ústí 2,Sezimovo Ústí,39102,náměstí Tomáše Bati,664,0,23438380.0
Planá nad Lužnicí,Planá nad Lužnicí,39111,Zákostelní,720,0,17389739.0
Myslkovice,Myslkovice,39116,,,0,
Košice u Soběslavě,Košice,39117,,47,0,6644121.0
Choustník,Choustník,39118,,80,0,6631215.0
Radenín,Radenín,39120,,61,0,6667775.0
Turovec,Turovec,39121,,51,0,19767994.0
Tučapy u Soběslavě,Tučapy,39126,,19,0,6699588.0
Dírná,Dírná,39127,,35,0,6608876.0
Dražice,Dražice,39131,,165,0,6614663.0
Jistebnice,Jistebnice,39133,Náměstí,106,0,6635881.0
Borotín,Borotín,39135,,57,0,17317983.0
Sudoměřice u Tábora,Sudoměřice u Tábora,39136,,27,0,17363187.0
Chotoviny,Chotoviny,39137,Hlinická,103,0,6627242.0
Ratibořské Hory,Ratibořské Hory,39142,,42,0,6676928.0
Mladá Vožice,Mladá Vožice,39143,Husovo náměstí,123,0,17346380.0
Smilovy Hory,Smilovy Hory,39152,,70,0,6691986.0
Vodice,Vodice,39153,,20,0,6709591.0
Chýnov,Chýnov,39155,Gabrielovo náměstí,460,0,17337011.0
Opařany,Opařany,39161,,30,0,6655416.0
Stádlec,Stádlec,39162,,150,0,6695531.0
Bechyně,Bechyně,39165,náměstí T. G. Masaryka,147,0,17371082.0
Březnice u Bechyně,Březnice,39171,,47,0,17321328.0
Sudoměřice u Bechyně,Sudoměřice u Bechyně,39172,,88,0,17362261.0
Hlavatce,Hlavatce,39173,,57,0,17330122.0
Želeč,Želeč,39174,,143,0,6715940.0
Malšice,Malšice,39175,,54,0,17341159.0
Slapy,Slapy,39176,,33,0,6671926.0
Veselí nad Lužnicí 1,Veselí nad Lužnicí,39181,Třída Čs. armády,582,0,25130978.0
Borkovice,Borkovice,39191,,31,0,6605087.0
Soběslav,Soběslav,39201,tř. Dr. Edvarda Beneše,286,5,17401551.0
Pelhřimov,Pelhřimov,39301,Svatovítské náměstí,126,0,20127120.0
Rynárec,Rynárec,39401,,61,0,8869235.0
Horní Cerekev,Horní Cerekev,39403,Březinova,11,0,20064233.0
Nový Rychnov,Nový Rychnov,39404,,87,0,20089520.0
Vyskytná u Pelhřimova,Vyskytná,39405,,74,0,8888710.0
Kojčice,Kojčice,39409,,67,0,20081324.0
Cetoraz,Cetoraz,39411,,206,0,20058322.0
Obrataň,Obrataň,39412,,204,0,26082683.0
Kámen u Pacova,Kámen,39413,,2,0,25152157.0
Leskovice,Leskovice,39414,,51,0,8834008.0
Nová Cerekev,Nová Cerekev,39415,,44,0,8845662.0
Hořepník,Hořepník,39421,Nám. Prof. Bechyně,89,0,20069979.0
Košetice,Košetice,39422,,253,0,8826391.0
Křešín,Křešín,39424,,42,0,8832927.0
Lukavec,Lukavec,39426,náměstí Sv. Václava,67,0,8837031.0
Vyklantice,Vyklantice,39427,,24,0,20171293.0
Velká Chyška,Velká Chyška,39428,,94,0,20114672.0
Želiv,Želiv,39444,,320,0,20124694.0
Křelovice u Pelhřimova,Křelovice,39445,,26,0,8830614.0
Červená Řečice,Červená Řečice,39446,,91,0,8800481.0
Kaliště,Kaliště,39451,,53,0,8817731.0
Kejžlice,Kejžlice,39452,Ke Světlé,161,0,20079982.0
Senožaty,Senožaty,39456,,166,0,8875120.0
Koberovice,Koberovice,39459,,42,0,20080611.0
Božejov,Božejov,39461,,84,0,8779511.0
Libkova Voda,Libkova Voda,39462,,61,0,26831554.0
Častrov,Častrov,39463,,105,0,8787077.0
Počátky,Počátky,39464,Horní,87,0,8853941.0
Žirovnice,Žirovnice,39468,Havlíčkovo náměstí,223,0,8893489.0
Kamenice nad Lipou,Kamenice nad Lipou,39470,Družstevní,511,0,8926701.0
Bohdalín,Bohdalín,39491,,83,0,8777268.0
Mnich,Mnich,39492,,35,0,8842396.0
Chválkov,Mnich,39493,,55,0,8815992.0
Černovice u Tábora,Černovice,39494,Mariánské náměstí,718,0,8798401.0
Křeč,Křeč,39495,,95,0,8830100.0
Těmice u Kamenice nad Lipou,Těmice,39496,,53,0,20111070.0
Pacov,Pacov,39501,Žižkova,1100,0,26016923.0
Humpolec,Humpolec,39601,Havlíčkovo náměstí,839,0,8908362.0
Písek 1,Písek,39701,Žižkova třída,270,2,5524636.0
Písek 4,Písek,39704,nábřeží 1. máje,2404,0,5545455.0
Mirotice,Mirotice,39801,Náměstí Mikoláše Alše,21,0,5505089.0
Čimelice,Čimelice,39804,,281,0,5559618.0
Mirovice,Mirovice,39806,Masarykovo náměstí,23,0,5574790.0
Orlík nad Vltavou,Orlík nad Vltavou,39807,,27,0,5490391.0
Protivín,Protivín,39811,Masarykovo náměstí,32,0,5473292.0
Tálín,Tálín,39815,,11,0,316091.0
Albrechtice nad Vltavou,Albrechtice nad Vltavou,39816,,79,0,290301.0
Chřešťovice,Albrechtice nad Vltavou,39817,,16,0,294357.0
Záhoří,Záhoří,39818,,9,0,298603.0
Kluky,Kluky,39819,,140,0,5483697.0
Kestřany,Kestřany,39821,,149,0,305405.0
Ražice,Ražice,39822,,89,0,5465117.0
Čížová,Čížová,39831,,75,0,360821.0
Vráž,Vráž,39832,,52,0,5500648.0
Ostrovec,Ostrovec,39833,,69,0,302538.0
Kučeř,Kučeř,39834,,82,0,300853.0
Oslov,Oslov,39835,,86,0,350435.0
Veselíčko,Veselíčko,39842,,24,0,315206.0
Bernartice u Milevska,Bernartice,39843,Týnská,92,0,5588758.0
Slabčice,Slabčice,39847,,16,0,5495202.0
Jetětice,Jetětice,39848,,14,0,5552079.0
Sepekov,Sepekov,39851,,62,0,332836.0
Nadějkov,Nadějkov,39852,náměstí Prokopa Chocholouška,19,0,19792930.0
Chyšky,Chyšky,39853,,31,0,364011.0
Hrazánky,Hrazany,39854,,7,0,341819.0
Kovářov,Kovářov,39855,,73,0,5580765.0
Kostelec nad Vltavou,Kostelec nad Vltavou,39858,,104,0,5496969.0
Hrejkovice,Hrejkovice,39859,,101,0,28155190.0
Milevsko 1,Milevsko,39901,J. A. Komenského,1190,0,25979540.0
Ústí nad Labem 1,Ústí nad Labem,40001,Masarykova,3120,34,17840031.0
Ústí nad Labem 3,Ústí nad Labem,40003,Žukovova,546,15,17904625.0
Trmice,Trmice,40004,Tyršova,869,0,9342371.0
Ústí nad Labem 6,Ústí nad Labem,40006,Truhlářova,1592,32,17914833.0
Ústí nad Labem 7,Ústí nad Labem,40007,Krčínova,841,9,30932700.0
Ústí nad Labem 10,Ústí nad Labem,40010,Všebořická,389,53,40603130.0
Ústí nad Labem 11,Ústí nad Labem,40011,Stříbrnická,3034,10,73306975.0
Dolní Zálezly,Dolní Zálezly,40301,Rudé armády,128,0,17734096.0
Řehlovice,Řehlovice,40313,,56,0,9326758.0
Chabařovice,Chabařovice,40317,Husovo náměstí,2,0,9295542.0
Velké Březno,Velké Březno,40323,Děčínská,136,0,9349219.0
Malečov,Malečov,40327,,36,0,9311971.0
Ústí nad Labem 16,Ústí nad Labem,40331,Seifertova,567,0,17771625.0
Povrly,Povrly,40332,Mírová,56,12,9317694.0
Velké Chvojno,Velké Chvojno,40334,,55,0,9353682.0
Libouchec,Libouchec,40335,,175,0,9305335.0
Tisá,Tisá,40336,,205,0,9333291.0
Petrovice u Ústí nad Labem,Petrovice,40337,,198,0,9313303.0
Telnice,Telnice,40338,,84,0,20302452.0
Chlumec u Ústí nad Labem,Chlumec,40339,Ústecká,255,0,17739551.0
Děčín 1,Děčín,40501,Oblouková,1420,2,31024963.0
Děčín 2,Děčín,40502,Podmokelská,148,1,221341.0
Jílové u Děčína,Jílové,40701,Mírové náměstí,295,0,103195.0
Dobkovice u Děčína,Dobkovice,40703,,123,0,26878658.0
Děčín 9,Děčín,40711,Studniční,414,0,26240181.0
Ludvíkovice,Ludvíkovice,40713,,71,0,55069.0
Arnoltice u Děčína,Arnoltice,40714,,34,0,264.0
Srbská Kamenice,Srbská Kamenice,40715,,54,0,74411.0
Jetřichovice,Jetřichovice,40716,,24,0,162531.0
Hřensko,Hřensko,40717,,71,0,23167.0
Česká Kamenice,Česká Kamenice,40721,Kostelní,138,0,94498.0
Benešov nad Ploučnicí,Benešov nad Ploučnicí,40722,náměstí Míru,1,0,153800.0
Františkov nad Ploučnicí,Františkov nad Ploučnicí,40723,,71,0,194573.0
Valkeřice,Valkeřice,40724,,207,0,281069.0
Verneřice,Verneřice,40725,Českolipská,294,0,86894.0
Velká Bukovina,Velká Bukovina,40729,,178,0,25628194.0
Dobrná,Dobrná,40741,,26,0,8702.0
Markvartice u Děčína,Markvartice,40742,,280,0,59439.0
Chřibská,Chřibská,40744,,178,0,32409.0
Kytlice,Kytlice,40745,,24,0,48003.0
Krásná Lípa u Rumburka,Krásná Lípa,40746,Masarykova,246,6,268411.0
Varnsdorf 1,Varnsdorf,40747,T. G. Masaryka,1587,0,177946.0
Rybniště,Rybniště,40751,,230,0,72605.0
Jiříkov,Jiříkov,40753,Náměstí,464,1,107859.0
Dolní Podluží,Dolní Podluží,40755,,6,0,9865.0
Jiřetín pod Jedlovou,Jiřetín pod Jedlovou,40756,Děčínská,103,0,38695.0
Horní Podluží,Horní Podluží,40757,,2,0,153702.0
Staré Křečany,Staré Křečany,40761,,555,0,79073.0
Šluknov,Šluknov,40777,Karlova,322,0,143740.0
Velký Šenov,Velký Šenov,40778,,403,0,286401.0
Mikulášovice,Mikulášovice,40779,,14,0,196037.0
Vilémov u Šluknova,Vilémov,40780,,288,0,203831.0
Lipová u Šluknova,Lipová,40781,,422,0,51845.0
Dolní Poustevna,Dolní Poustevna,40782,Sadová,220,0,15059.0
Lobendava,Lobendava,40784,,203,0,52914.0
Rumburk,Rumburk,40801,Františka Nohy,1096,3,132250.0
Lovosice 1,Lovosice,41001,Osvoboditelů,1228,32,41045131.0
Žalhostice,Žalhostice,41101,,88,0,16833996.0
Libochovany,Libochovany,41103,,158,0,16713591.0
Štětí,Štětí,41108,Obchodní,538,0,16876164.0
Sulejovice,Sulejovice,41111,Náves,5,0,16795059.0
Čížkovice,Čížkovice,41112,Na sídlišti,267,0,16653297.0
Třebenice,Třebenice,41113,Sokolská,87,0,16804082.0
Třebívlice,Třebívlice,41115,Komenského náměstí,17,0,16808444.0
Klapý,Klapý,41116,,200,0,16690524.0
Libochovice,Libochovice,41117,náměstí 5. května,48,0,16715306.0
Budyně nad Ohří,Budyně nad Ohří,41118,Říhovo náměstí,124,0,30283213.0
Mšené-lázně,Mšené-lázně,41119,Prosek,174,0,16741412.0
Vrbičany,Vrbičany,41121,,35,0,17730384.0
Keblice,Keblice,41122,,68,0,16687558.0
Velemín,Velemín,41131,,90,0,16881150.0
Milešov u Lovosic,Velemín,41132,,16,0,16735854.0
Prackovice nad Labem,Prackovice nad Labem,41133,,54,0,16763106.0
Žitenice,Žitenice,41141,Pohořanská,118,0,16838190.0
Ploskovice,Ploskovice,41142,,44,0,16751680.0
Úštěk,Úštěk,41145,Nádražní,117,0,24326992.0
Liběšice u Litoměřic,Liběšice,41146,,125,0,16708300.0
Polepy,Polepy,41147,,205,0,16760395.0
Křešice,Křešice,41148,Nádražní,84,0,16702361.0
Terezín,Terezín,41155,Máchova,178,0,16878752.0
Bohušovice nad Ohří,Bohušovice nad Ohří,41156,Husovo náměstí,42,0,16622189.0
Sukorady,Snědovice,41162,,5,0,16794087.0
Vrbice u Roudnice nad Labem,Vrbice,41164,Hlavní,47,0,16828755.0
Chodouny,Chodouny,41171,,20,0,16678184.0
Hoštka u Roudnice nad Labem,Hoštka,41172,náměstí Svobody,18,0,16668529.0
Snědovice,Snědovice,41174,,99,0,16782534.0
Brozany nad Ohří,Brozany nad Ohří,41181,Palackého náměstí,75,0,16629434.0
Doksany,Doksany,41182,,108,0,16657128.0
Hrobce,Hrobce,41183,Na Návsi,88,0,16674731.0
Straškov-Vodochody,Straškov-Vodochody,41184,,2,0,42571952.0
Horní Beřkovice,Horní Beřkovice,41185,Podřipská,82,0,16664833.0
Bechlín,Bechlín,41186,,85,0,16617525.0
Krabčice u Roudnice nad Labem,Krabčice,41187,,67,0,16696409.0
Litoměřice 1,Litoměřice,41201,Na Valech,722,18,2902117.0
Litoměřice 3,Litoměřice,41203,U Kapličky,443,1,2919168.0
Roudnice nad Labem,Roudnice nad Labem,41301,Husovo náměstí,69,0,16853512.0
Teplice 1,Teplice,41501,Dubská,3094,1,20279051.0
Teplice 3,Teplice,41503,Jaselská,427,0,20217412.0
Teplice 8,Teplice,41508,Laubeho náměstí,293,3,20252595.0
Teplice 10,Teplice,41510,Jana Koziny,1628,31,20242654.0
Dubí u Teplic 1,Dubí,41701,Krušnohorská,567,13,20298358.0
Dubí,Dubí,41702,Lípová,38,1,20185456.0
Pozorka,Dubí,41703,Ruská,264,11,20191294.0
Hrob,Hrob,41704,U Radnice,234,0,14992418.0
Osek u Duchcova,Osek,41705,Husova,56,0,15022226.0
Proboštov u Teplic,Proboštov,41712,náměstí Svobody,700,0,26125277.0
Modlany,Modlany,41713,,34,0,15010384.0
Háj u Duchcova,Háj u Duchcova,41722,Kubátova,155,0,14986949.0
Košťany u Teplic,Košťany,41723,Mírové náměstí,17,0,15001709.0
Oldřichov,Jeníkov,41724,,52,0,20195443.0
Lahošť,Lahošť,41725,Švermova,22,0,15007961.0
Novosedlice,Novosedlice,41731,Valentinská,97,1,18524346.0
Krupka 1,Krupka,41742,Karla Čapka,294,0,18517064.0
Hostomice nad Bílinou,Hostomice,41752,Školní náměstí,18,0,14987945.0
Světec,Světec,41753,Preissigovo náměstí,4,0,15016447.0
Kostomlaty pod Milešovkou,Kostomlaty pod Milešovkou,41754,Hlavní,5,0,14998050.0
Hrobčice,Hrobčice,41757,,41,0,14994623.0
Bystřany,Bystřany,41761,Pražská,35,0,18539301.0
Rtyně nad Bílinou,Rtyně nad Bílinou,41762,,78,0,20207743.0
Žalany,Žalany,41763,Pražská,48,0,20247621.0
Ohníč,Ohníč,41765,,11,0,20300557.0
Zabrušany,Zabrušany,41771,,1,0,15018814.0
Ledvice,Ledvice,41772,Mírová,422,42,20198043.0
Moldava,Moldava,41781,,113,0,20203071.0
Bílina 1,Bílina,41801,Mírové náměstí,72,5,23797096.0
Duchcov,Duchcov,41901,Osecká,1531,0,28247001.0
Chomutov 2,Chomutov,43002,Farského,4732,0,23527927.0
Chomutov 3,Chomutov,43003,Jiráskova,5338,0,23533781.0
Chomutov 5,Chomutov,43005,Zahradní,5341,0,23533811.0
Spořice,Spořice,43101,U koupaliště,494,0,26099888.0
Zelená,Málkov,43102,,215E,0,81435231.0
Jirkov 1,Jirkov,43111,náměstí Dr. E. Beneše,3,0,23534524.0
Strupčice,Strupčice,43114,,300,0,42414601.0
Boleboř,Boleboř,43121,,57,0,20978596.0
Údlice,Údlice,43141,Náměstí,70,0,21002746.0
Hrušovany u Chomutova,Hrušovany,43143,,15,0,20983719.0
Droužkovice,Droužkovice,43144,Rudé armády,80,0,20981988.0
Březno u Chomutova,Březno,43145,Nechranická,257,0,9080635.0
Klášterec nad Ohří 1,Klášterec nad Ohří,43151,Petlérská,449,0,18494307.0
Pětipsy,Pětipsy,43153,,58,0,2637707.0
Vilémov u Kadaně,Vilémov,43154,Náměstí,70,0,9100687.0
Radonice,Radonice,43155,,167,0,18460534.0
Mašťov,Mašťov,43156,Náměstí,122,0,2639416.0
Chbany,Chbany,43157,,19,0,2640864.0
Místo,Místo,43158,,81,0,20995831.0
Vysoká Pec,Vysoká Pec,43159,Julia Fučíka,197,0,18504426.0
Perštejn,Perštejn,43163,Hlavní,216,0,9088938.0
Hora Svatého Šebestiána,Hora Svatého Šebestiána,43182,,60,0,2635640.0
Kovářská,Kovářská,43186,náměstí J. Švermy,64,0,18451691.0
Vejprty,Vejprty,43191,náměstí T. G. Masaryka,1241,0,9097333.0
Kadaň 1,Kadaň,43201,Poštovní,1553,0,18476317.0
Most 1,Most,43401,Moskevská,5,0,5082625.0
Most 6,Most,43406,Rudolická,1706,4,26045532.0
Most 11,Most,43411,Lipová,805,8,5090610.0
Havraň,Havraň,43501,,11,0,5132819.0
Malé Březno,Malé Březno,43504,,1,0,5056039.0
Lom u Mostu 1,Lom,43511,náměstí Republiky,13,5,5060516.0
Lom u Mostu 2,Lom,43512,Podkrušnohorská,73,6,5058724.0
Meziboří u Litvínova,Meziboří,43513,náměstí 8. května,341,0,5071399.0
Obrnice,Obrnice,43521,Mírová,171,0,5038341.0
Braňany,Braňany,43522,,200,0,5034132.0
Lužice u Mostu,Lužice,43524,,58,0,5039509.0
Bečov u Mostu,Bečov,43526,,21,0,30672953.0
Mariánské Radčice,Mariánské Radčice,43532,Dukelských hrdinů,57,0,5054982.0
Louka u Litvínova,Louka u Litvínova,43533,Husova,89,0,5057281.0
Litvínov 8,Litvínov,43542,Hamerská,258,0,5142814.0
Horní Jiřetín,Horní Jiřetín,43543,Mostecká,34,76,5041911.0
Nová Ves v Horách,Nová Ves v Horách,43545,,224,0,8162051.0
Hora Svaté Kateřiny,Hora Svaté Kateřiny,43546,Dlouhá,50,0,8158126.0
Brandov,Brandov,43547,,60,0,78705291.0
Litvínov 1,Litvínov,43601,náměstí Míru,13,0,5150523.0
Žatec 1,Žatec,43801,Volyňských Čechů,3098,0,27780970.0
Černčice,Černčice,43901,Masarykovo náměstí,214,0,19881835.0
Cítoliby,Cítoliby,43902,Zeměšská,219,0,9117393.0
Chlumčany,Chlumčany,43903,,154,0,19893931.0
Hříškov,Hříškov,43904,,50,0,9129511.0
Panenský Týnec,Panenský Týnec,43905,,2,0,19913826.0
Peruc,Peruc,43907,Žižkova,165,0,9184481.0
Pátek,Peruc,43908,,151,0,80373101.0
Slavětín nad Ohří,Slavětín,43909,Bieblova,60,0,19929935.0
Smolnice,Smolnice,43914,,104,0,19932332.0
Vinařice u Loun,Vinařice,43915,,36,0,19941641.0
Koštice nad Ohří,Koštice,43921,,26,0,9138421.0
Chožov,Chožov,43922,,114,0,19896026.0
Lenešice,Lenešice,43923,Knížete Václava,521,0,9156631.0
Raná u Loun,Raná,43924,,21,0,19922281.0
Libčeves,Libčeves,43926,Lipová,166,0,9159711.0
Měcholupy u Žatce,Měcholupy,43931,,71,0,9175431.0
Postoloprty,Postoloprty,43942,5. května,134,0,19950951.0
Staňkovice u Žatce,Staňkovice,43949,Sídliště,194,0,9199497.0
Liběšice u Žatce,Liběšice,43963,,80,0,9161864.0
Hřivice,Hřivice,43965,,24,0,9132996.0
Ročov,Ročov,43967,,1,0,19923571.0
Domoušice,Domoušice,43968,,107,0,9123661.0
Tuchořice,Tuchořice,43969,,123,0,19938438.0
Nepomyšl,Nepomyšl,43971,,102,0,19910266.0
Krásný Dvůr,Krásný Dvůr,43972,,117,0,9144552.0
Libočany,Libočany,43975,,103,0,9165533.0
Kryry,Kryry,43981,Hlavní,1,0,9146105.0
Vroutek,Vroutek,43982,náměstí Míru,166,0,9214283.0
Lubenec,Lubenec,43983,Náměstí,1,0,9169628.0
Blatno u Podbořan,Blatno,43984,,63,0,9107207.0
Petrohrad,Petrohrad,43985,,146,0,9189076.0
Strojetice,Kryry,43986,,51,0,9202552.0
Očihov,Očihov,43987,,7,0,19912242.0
Blšany,Blšany,43988,Náměstí,29,0,9109544.0
Louny 1,Louny,44001,Štefánikova,1465,0,9232133.0
Jimlín,Jimlín,44008,,200,0,80794092.0
Podbořany,Podbořany,44101,Masarykovo náměstí,887,0,26904195.0
Mobilní pošta 41,Deštná,44444,náměstí Míru,61,0,2198908.0
Liberec 1,Liberec,46001,náměstí Dr. E. Beneše,559,28,23657642.0
Liberec 2,Liberec,46002,Nákladní,429,6,23769645.0
Liberec 3,Liberec,46003,České mládeže,456,0,26149303.0
Liberec 6,Liberec,46006,Dobiášova,1008,11,27546594.0
Liberec 14,Liberec,46014,Vrchlického,830,41,23715634.0
Stráž nad Nisou,Stráž nad Nisou,46303,Studánecká,259,0,14939819.0
Liberec 30,Liberec,46311,Poštovní,232,0,23753714.0
Mníšek u Liberce,Mníšek,46322,Poštovní,275,0,14906791.0
Oldřichov v Hájích,Oldřichov v Hájích,46323,,151,0,23605707.0
Chrastava,Chrastava,46331,Nádražní,367,0,23642882.0
Bílý Kostel nad Nisou,Bílý Kostel nad Nisou,46332,,206,0,23559977.0
Chotyně,Chotyně,46333,,217,0,14900297.0
Hrádek nad Nisou,Hrádek nad Nisou,46334,Nádražní,420,0,14973286.0
Dlouhý Most,Dlouhý Most,46341,,18,0,23568623.0
Hodkovice nad Mohelkou,Hodkovice nad Mohelkou,46342,náměstí T. G. Masaryka,1,0,23573546.0
Český Dub,Český Dub,46343,náměstí Bedřicha Smetany,10,0,23635142.0
Sychrov,Radimovice,46344,,47,0,14947846.0
Pěnčín u Liberce,Pěnčín,46345,,107,0,14922096.0
Příšovice,Příšovice,46346,,42,0,14925478.0
Všelibice,Všelibice,46348,,61,0,23629479.0
Světlá pod Ještědem,Světlá pod Ještědem,46351,,50,0,23624060.0
Osečná,Osečná,46352,Svatovítské náměstí,100,0,23610221.0
Křižany,Křižany,46353,,337,0,23596741.0
Rynoltice,Rynoltice,46355,,4,0,23618779.0
Raspenava,Raspenava,46361,Fučíkova,646,0,14934850.0
Hejnice,Hejnice,46362,Jizerská,339,0,14890500.0
Bílý Potok pod Smrkem,Bílý Potok,46363,,85,0,14875306.0
Lázně Libverda,Lázně Libverda,46364,,17,0,14902095.0
Nové Město pod Smrkem,Nové Město pod Smrkem,46365,Mírové náměstí,274,0,14911523.0
Jindřichovice pod Smrkem,Jindřichovice pod Smrkem,46366,,245,0,23587482.0
Řasnice,Dolní Řasnice,46367,,326,0,14885476.0
Dětřichov,Dětřichov,46371,,284,0,23568453.0
Višňová u Frýdlantu,Višňová,46372,,135,0,14951827.0
Habartice,Habartice,46373,,191,0,14887061.0
Frýdlant v Čechách,Frýdlant,46401,Okružní,1260,0,14964091.0
Jablonec nad Nisou 1,Jablonec nad Nisou,46601,Liberecká,32,2,12165212.0
Jablonec nad Nisou 4,Jablonec nad Nisou,46604,Želivského,5050,2,27869024.0
Rychnov u Jablonce nad Nisou,Rychnov u Jablonce nad Nisou,46802,Údolní,66,0,19847211.0
Rádlo,Rádlo,46803,,121,0,19844531.0
Jablonec nad Nisou 7,Jablonec nad Nisou,46804,Prosečská,192,0,19828527.0
Janov nad Nisou,Janov nad Nisou,46811,,354,0,12095605.0
Bedřichov,Bedřichov,46812,,1597E,0,12071129.0
Bratříkov,Pěnčín,46821,,29,0,25391593.0
Železný Brod,Železný Brod,46822,Poštovní,404,0,19872691.0
Loužnice,Loužnice,46823,,58,0,12123617.0
Držkov,Držkov,46824,,106,0,12080390.0
Zásada,Zásada,46825,,259,0,12162604.0
Huť,Pěnčín,46826,,169,0,12144975.0
Nová Ves nad Nisou,Nová Ves nad Nisou,46827,,281,0,12136492.0
Malá Skála,Malá Skála,46831,,696E,0,19837127.0
Frýdštejn,Frýdštejn,46832,,80,0,12082627.0
Jenišovice u Jablonce nad Nisou,Jenišovice,46833,,241,0,12103136.0
Huntířov nad Jizerou,Skuhrov,46834,,63,0,12218499.0
Tanvald,Tanvald,46841,Poštovní,293,0,12226211.0
Albrechtice v Jizerských horách,Albrechtice v Jizerských horách,46843,,220,0,12065374.0
Josefův Důl,Josefův Důl,46844,,297,0,12110892.0
